1.197	3.765	0.213
3.446	2.624	0.195
3.651	1.130	0.291
2.340	0.662	0.164
3.317	2.229	0.177
2.389	2.523	0.132
2.061	1.356	0.169
2.372	0.308	0.151
0.454	0.235	0.216
1.992	1.862	0.226
3.139	0.089	0.218
0.201	2.795	0.165
2.706	1.719	0.097
0.684	1.966	0.245
3.200	3.178	0.124
1.893	3.267	0.298
1.306	0.762	0.171
0.971	2.660	0.274
1.189	3.198	0.268
0.113	1.397	0.106
1.458	1.545	0.205
1.764	3.791	0.167
0.014	0.807	0.202
0.354	2.399	0.258
1.061	0.035	0.096
0.481	1.526	0.177
2.554	3.876	0.218
3.709	3.452	0.146
0.287	3.748	0.225
3.160	1.341	0.206
3.927	1.831	0.077
3.392	0.457	0.227
1.690	1.025	0.162
1.259	1.340	0.077
1.573	2.657	0.238
2.726	2.940	0.163
3.080	1.804	0.152
2.864	0.979	0.259
0.527	1.116	0.223
3.065	3.835	0.226
