3.813	0.624	0.200
1.436	0.222	0.200
0.789	3.131	0.200
0.857	3.877	0.200
2.683	2.187	0.200
0.269	2.937	0.200
2.659	3.392	0.200
3.741	3.553	0.200
0.009	1.404	0.200
3.096	1.263	0.200
1.170	0.585	0.200
1.706	2.777	0.200
0.460	1.413	0.200
2.873	0.766	0.200
1.836	1.579	0.200
0.623	0.650	0.200
3.069	2.815	0.200
2.268	0.764	0.200
2.052	1.935	0.200
3.549	1.353	0.200
2.532	1.292	0.200
2.298	0.207	0.200
0.248	3.629	0.200
3.877	2.424	0.200
2.291	2.917	0.200
1.164	3.336	0.200
3.200	1.963	0.200
1.242	1.589	0.200
0.034	2.002	0.200
1.104	1.194	0.200
1.578	3.460	0.200
0.871	2.640	0.200
2.087	3.286	0.200
3.372	3.937	0.200
0.405	2.483	0.200
3.965	1.155	0.200
1.059	2.075	0.200
2.229	2.436	0.200
1.369	2.499	0.200
3.263	2.448	0.200
1.909	1.055	0.200
1.883	3.725	0.200
3.274	3.524	0.200
0.139	0.610	0.200
3.832	0.116	0.200
2.453	3.887	0.200
2.599	0.471	0.200
3.783	1.838	0.200
0.663	1.895	0.200
2.948	3.814	0.200
0.022	3.255	0.200
