2.691	2.812	0.200
1.539	1.948	0.200
1.065	1.635	0.200
0.079	0.468	0.200
2.020	3.376	0.200
1.982	1.322	0.200
0.430	1.322	0.200
0.688	0.038	0.200
3.732	0.242	0.200
1.773	0.980	0.200
1.082	0.979	0.200
1.749	0.169	0.200
0.676	3.151	0.200
2.906	2.197	0.200
0.246	3.372	0.200
1.422	2.981	0.200
3.636	1.670	0.200
3.399	2.255	0.200
2.404	0.262	0.200
1.874	2.895	0.200
1.669	3.894	0.200
2.359	1.659	0.200
2.355	0.663	0.200
1.454	0.587	0.200
1.342	3.382	0.200
2.215	2.076	0.200
1.218	2.587	0.200
3.312	1.242	0.200
2.817	3.779	0.200
0.371	3.902	0.200
3.829	2.811	0.200
0.341	2.324	0.200
2.866	1.703	0.200
3.332	2.680	0.200
3.127	3.498	0.200
0.926	0.366	0.200
2.811	0.334	0.200
0.752	2.225	0.200
2.791	1.073	0.200
