0.706	3.777	0.125
0.179	0.411	0.125
1.328	1.624	0.125
3.282	3.355	0.125
1.407	3.611	0.125
3.507	2.409	0.125
2.654	3.255	0.125
1.988	3.431	0.125
3.599	0.734	0.125
3.155	2.354	0.125
1.568	1.725	0.125
2.965	1.925	0.125
2.578	1.054	0.125
2.088	0.679	0.125
0.237	0.045	0.125
2.451	2.653	0.125
1.599	1.095	0.125
2.350	0.470	0.125
1.101	2.029	0.125
2.830	2.587	0.125
1.455	0.412	0.125
0.147	0.973	0.125
0.396	1.498	0.125
3.795	2.382	0.125
3.106	3.784	0.125
1.133	3.570	0.125
2.050	0.094	0.125
2.758	1.719	0.125
3.563	1.009	0.125
1.032	0.077	0.125
0.790	1.519	0.125
1.519	0.074	0.125
2.096	2.087	0.125
3.346	0.632	0.125
0.468	3.118	0.125
3.417	3.981	0.125
2.355	1.320	0.125
3.049	1.406	0.125
0.259	1.768	0.125
0.055	3.981	0.125
3.371	1.637	0.125
0.521	0.063	0.125
3.976	0.520	0.125
3.195	1.000	0.125
2.238	3.518	0.125
1.066	2.460	0.125
2.859	3.888	0.125
3.686	2.021	0.125
1.990	3.111	0.125
2.584	3.652	0.125
3.130	0.373	0.125
0.828	3.000	0.125
3.009	3.507	0.125
0.861	3.328	0.125
0.538	2.020	0.125
2.289	3.194	0.125
1.951	1.475	0.125
1.331	3.124	0.125
0.276	3.649	0.125
1.661	3.867	0.125
3.710	2.866	0.125
3.665	0.116	0.125
1.072	0.733	0.125
1.431	2.614	0.125
0.823	2.361	0.125
1.880	2.236	0.125
2.788	2.888	0.125
2.895	2.197	0.125
3.870	3.654	0.125
0.735	1.194	0.125
1.457	2.075	0.125
3.870	3.127	0.125
0.855	0.554	0.125
0.536	1.017	0.125
1.723	2.028	0.125
2.870	0.375	0.125
1.062	2.881	0.125
1.735	2.452	0.125
1.946	2.800	0.125
0.120	1.223	0.125
3.934	1.584	0.125
0.673	0.373	0.125
3.995	1.850	0.125
0.096	2.234	0.125
1.317	1.213	0.125
1.905	0.972	0.125
2.525	0.169	0.125
3.353	2.120	0.125
2.319	1.741	0.125
0.321	2.468	0.125
2.452	3.939	0.125
1.008	1.722	0.125
3.785	3.935	0.125
1.495	0.857	0.125
0.446	3.934	0.125
3.505	3.194	0.125
2.193	2.959	0.125
1.069	0.996	0.125
