0.810	2.589	0.216
2.042	1.723	0.142
2.203	3.228	0.197
3.681	1.671	0.245
0.288	2.649	0.193
2.665	1.321	0.175
1.166	3.795	0.199
2.405	3.902	0.200
3.138	3.648	0.168
3.626	3.046	0.171
1.933	3.568	0.114
2.568	1.796	0.194
0.765	1.693	0.206
3.758	0.805	0.193
3.750	2.522	0.088
1.343	0.309	0.278
1.448	2.341	0.168
0.395	0.796	0.194
2.365	0.578	0.213
2.784	2.740	0.253
3.290	0.983	0.284
1.582	3.216	0.213
1.030	3.298	0.201
0.264	1.565	0.186
0.241	0.437	0.187
1.271	1.574	0.192
0.418	3.267	0.225
2.786	2.166	0.158
1.996	2.349	0.202
0.494	1.166	0.107
2.890	0.588	0.234
3.980	2.093	0.078
0.676	2.169	0.153
0.808	0.035	0.285
0.618	3.889	0.188
1.899	0.041	0.187
3.269	1.954	0.171
2.853	3.408	0.112
1.873	1.356	0.194
3.057	1.487	0.215
0.133	2.146	0.223
