1.23809	1.49891	0.2147

1.95936	1.35515	0.173651

3.50953	2.55184	0.218773

3.01729	0.0280184	0.206577

3.08503	0.694894	0.185201

3.39401	1.02208	0.16978

1.82982	1.36874	0.169503

0.238419	1.89104	0.308979

2.19893	2.06772	0.194853

0.509243	0.9516	0.188254

3.47668	0.584234	0.0487232

3.07131	1.70967	0.220987

2.9258	1.52064	0.0997447

0.437879	3.56061	0.184558

3.98448	1.67052	0.228384

0.931083	3.95771	0.177048

3.19102	1.53728	0.144934

0.083072	1.14305	0.139725

1.39332	0.219855	0.192222

0.0397627	2.48578	0.150878

0.866357	1.7949	0.166112

3.10531	2.10875	0.226675

1.19327	3.83803	0.124627

1.77664	3.548	0.210435

2.97392	0.402296	0.106687

2.7828	1.5628	0.174234

0.651346	3.90635	0.135696

2.43275	1.79753	0.167205

2.39889	3.55208	0.154671

3.17378	3.07308	0.227777

