3.655	3.828	0.175
3.411	2.673	0.175
2.045	2.147	0.175
3.835	1.104	0.175
1.182	2.767	0.175
2.172	1.797	0.175
3.544	2.160	0.175
2.563	1.606	0.175
1.078	0.210	0.175
0.161	3.993	0.175
0.525	2.183	0.175
2.908	1.463	0.175
0.499	0.950	0.175
0.396	3.204	0.175
2.222	3.121	0.175
2.943	3.901	0.175
3.937	1.456	0.175
1.693	3.412	0.175
2.179	0.824	0.175
0.574	1.394	0.175
3.101	3.477	0.175
1.552	2.922	0.175
3.440	0.189	0.175
2.721	0.107	0.175
1.009	2.391	0.175
1.546	1.881	0.175
2.854	2.996	0.175
3.512	0.694	0.175
0.216	1.497	0.175
2.661	0.942	0.175
1.365	3.221	0.175
1.749	1.559	0.175
3.678	3.359	0.175
3.457	1.676	0.175
0.990	1.091	0.175
3.014	0.364	0.175
1.154	3.616	0.175
1.566	1.242	0.175
0.803	1.923	0.175
1.494	0.391	0.175
0.344	3.582	0.175
0.380	0.128	0.175
2.182	1.390	0.175
2.799	2.485	0.175
2.319	2.458	0.175
2.626	3.704	0.175
1.159	1.535	0.175
2.390	2.805	0.175
3.775	2.581	0.175
3.102	0.874	0.175
