3.260	2.302	0.200
1.484	1.825	0.200
0.817	1.011	0.200
1.546	2.637	0.200
3.876	1.695	0.200
1.416	1.074	0.200
2.646	1.413	0.200
0.297	2.785	0.200
2.739	0.974	0.200
0.312	1.465	0.200
2.692	2.456	0.200
1.048	2.972	0.200
1.560	0.659	0.200
0.576	0.347	0.200
1.740	3.583	0.200
2.984	3.152	0.200
1.819	1.303	0.200
0.517	1.830	0.200
2.304	2.047	0.200
2.579	3.190	0.200
3.866	3.504	0.200
2.364	3.737	0.200
3.784	0.891	0.200
3.901	2.447	0.200
3.334	0.730	0.200
0.150	2.175	0.200
0.058	0.212	0.200
2.054	0.254	0.200
0.225	3.390	0.200
0.088	0.723	0.200
2.041	2.437	0.200
3.802	0.460	0.200
0.569	2.418	0.200
3.452	1.201	0.200
2.969	3.846	0.200
3.999	3.004	0.200
0.915	3.406	0.200
1.173	0.045	0.200
2.598	0.385	0.200
1.910	2.938	0.200
0.542	3.715	0.200
2.982	0.258	0.200
0.972	1.988	0.200
1.050	1.358	0.200
2.319	2.866	0.200
0.591	3.162	0.200
3.427	3.051	0.200
3.485	3.678	0.200
2.157	0.935	0.200
0.068	3.810	0.200
3.087	1.687	0.200
3.462	2.653	0.200
3.016	2.731	0.200
1.191	2.327	0.200
1.648	2.197	0.200
1.431	3.257	0.200
2.246	1.578	0.200
2.900	2.042	0.200
3.633	0.090	0.200
2.084	3.363	0.200
1.148	3.965	0.200
1.635	0.004	0.200
1.137	0.758	0.200
1.601	3.958	0.200
1.879	1.743	0.200
3.449	1.887	0.200
0.408	1.024	0.200
0.002	1.745	0.200
3.974	3.904	0.200
2.041	3.986	0.200
3.927	1.286	0.200
2.385	0.006	0.200
3.032	1.258	0.200
0.011	1.147	0.200
0.973	0.392	0.200
0.000	3.053	0.200
0.775	0.000	0.200
