1.181	1.418	0.175
1.824	1.494	0.175
2.765	1.222	0.175
0.327	3.730	0.175
1.256	0.208	0.175
0.780	3.533	0.175
0.245	0.365	0.175
3.681	2.049	0.175
2.766	3.614	0.175
3.703	3.600	0.175
1.102	2.399	0.175
1.675	0.320	0.175
0.165	1.191	0.175
0.927	1.847	0.175
2.173	3.039	0.175
3.794	3.022	0.175
0.813	0.455	0.175
2.855	1.999	0.175
3.436	3.241	0.175
1.530	1.884	0.175
1.044	2.778	0.175
0.096	2.944	0.175
3.381	1.524	0.175
2.435	1.089	0.175
2.559	1.530	0.175
3.463	0.476	0.175
2.295	3.417	0.175
1.919	2.083	0.175
3.881	2.468	0.175
1.771	0.956	0.175
2.640	3.218	0.175
1.401	2.975	0.175
2.495	0.185	0.175
0.572	0.119	0.175
3.099	0.021	0.175
2.344	3.786	0.175
2.762	2.643	0.175
0.098	0.760	0.175
2.180	2.536	0.175
0.941	0.854	0.175
2.451	1.936	0.175
1.963	0.019	0.175
3.349	2.390	0.175
3.543	3.987	0.175
2.968	2.943	0.175
1.405	3.448	0.175
2.702	0.581	0.175
1.403	3.909	0.175
2.251	0.767	0.175
3.071	1.719	0.175
