2.371	2.426	0.198
2.989	0.960	0.179
0.860	3.334	0.167
3.394	2.352	0.225
0.244	1.070	0.203
1.477	1.898	0.179
3.064	3.317	0.203
3.961	2.312	0.225
1.674	1.027	0.263
2.696	1.370	0.179
3.868	3.589	0.235
1.859	3.572	0.214
0.797	0.351	0.154
2.333	3.609	0.233
2.676	3.407	0.125
0.343	3.763	0.256
3.022	2.669	0.197
2.202	0.985	0.165
2.312	1.657	0.207
1.859	0.127	0.209
0.380	2.167	0.301
1.289	3.268	0.197
0.697	1.589	0.212
3.847	2.848	0.245
0.404	3.247	0.234
2.187	0.397	0.155
1.246	3.893	0.206
2.052	3.970	0.169
3.969	0.469	0.077
3.456	0.873	0.061
1.998	2.005	0.211
3.591	3.279	0.146
1.084	1.934	0.198
2.680	0.498	0.168
0.151	1.472	0.190
3.228	0.518	0.290
2.842	2.280	0.157
3.692	0.368	0.197
